id,provider,provider_id
1000559,1,KS05026
1000560,1,KS01022
1000561,1,NY01417
1000562,1,TN03303
1000563,1,TX06740
1000564,1,WA00122
1000565,1,OR00089
1000566,1,OK12209
1000567,1,OK11070
1000568,1,IA03795
1000569,1,IL50470
1000570,1,OH02121
1000571,1,NY16007
1000572,1,MO50716
1000573,1,CA01140
1000574,1,VA01706
1000575,1,MO31960
1000576,1,TX06813
1000577,1,MS00869
1000578,1,WY01513
1000579,1,MS00722
1000580,1,WI00448
1000581,1,KS03892
1000582,1,SC01951
1000583,1,SD00092
1000584,1,NY16934
1000585,1,VA04933
1000586,1,OH00645
1000587,1,OH02435
1000588,1,NY01044
1000589,1,KY01157
1000590,1,KS04011
1000591,1,KS02739
1000592,1,MO10935
1000593,1,TX00419
1000594,1,FL00701
1000595,1,CA00982
1000596,1,KS03566
1000597,1,VA10105
1000598,1,AL01220
1000599,1,ID00474
1000600,1,NC05333
1000601,1,MS03285
1000602,1,FL00585
1000603,1,IL00745
1000604,1,MS01544
1000605,1,SD01994
1000606,1,TN18733
1000607,1,MA00974
1000608,1,MA02661
1000609,1,MA02662
1000610,1,MT03761
1000611,1,NY00995
1000612,1,WY02433
1000613,1,KS03990
1000614,1,TN13105
1000615,1,SD02148
1000616,1,IL00600
1000617,1,CO02804
1000618,1,OR03801
1000619,1,AL02429
1000620,1,CA01109
1000621,1,OK01384
1000622,1,OK00098
1000623,1,IL01223
1000624,1,TX02380
1000625,1,IL50501
1000626,1,NY00769
1000627,1,MO11876
1000628,1,MO51229
1000629,1,MO12365
1000630,1,KY00874
1000631,1,NY00790
1000632,1,UT20364
1000633,1,UT53551
1000634,1,MO10494
1000635,1,IA02660
1000636,1,FL83660
1000637,1,TN13307
1000638,1,AL02592
1000639,1,TX05866
1000640,1,NE02147
1000641,1,GA00455
1000642,1,TN10311
1000643,1,MS01573
1000644,1,SD00095
1000645,1,CO00109
1000646,1,GA05559
1000647,1,IN03356
1000648,1,AL02316
1000649,1,KS00855
1000650,1,NV10783
1000651,1,MA01078
1000652,1,MA01071
1000653,1,MA00268
1000654,1,MA00085
1000655,1,MA02094
1000656,1,OH01471
1000657,1,MS01282
1000658,1,KS01618
1000659,1,OK13034
1000660,1,IA02613
1000661,1,IA02616
1000662,1,WA01837
1000663,1,MT02812
1000664,1,MS01830
1000665,1,GA06549
1000666,1,OH01874
1000667,1,KS07296
1000668,1,IL50350
1000669,1,WY00985
1000670,1,UT51535
1000671,1,KS04017
1000672,1,NV10774
1000673,1,NV10773
1000674,1,GA04015
1000675,1,MO11136
1000676,1,NY00550
1000677,1,MT03842
1000678,1,CA00587
1000679,1,IL55036
1000680,1,UT10103
1000681,1,KS00128
1000682,1,GA06595
1000683,1,SD01582
1000684,1,MS00059
1000685,1,KS02801
1000686,1,OH00423
1000687,1,TN04520
1000688,1,TN04514
1000689,1,CT00196
1000690,1,WY83480
1000691,1,GA08127
1000692,1,OH03126
1000693,1,ND00975
1000694,1,KS02898
1000695,1,FL00377
1000696,1,FL00381
1000697,1,FL00387
1000698,1,OH02672
1000699,1,MT03457
1000700,1,MT03458
1000701,1,GA01218
1000702,1,WY02455
1000703,1,AL02148
1000704,1,NE01095
1000705,1,IA02701
1000706,1,MI00426
1000707,1,SD02386
1000708,1,OH00727
1000709,1,IL40097
1000710,1,TX05123
1000711,1,SD00243
1000712,1,SD00352
1000713,1,MS02311
1000714,1,MS00985
1000715,1,TX02660
1000716,1,CO00221
1000717,1,CO22244
1000718,1,KS01206
1000719,1,AL02198
1000720,1,MN01042
1000721,1,SC02291
1000722,1,TX03405
1000723,1,MS01212
1000724,1,UT00369
1000725,1,KS01243
1000726,1,OK21413
1000727,1,OK21414
1000728,1,CO00164
1000729,1,NM00065
1000730,1,MS00056
1000731,1,MT02817
1000732,1,WV01915
1000733,1,WY00414
1000734,1,OK12339
1000735,1,AL02391
1000736,1,KS01117
1000737,1,CA83069
1000738,1,MS00334
1000739,1,MN00834
1000740,1,AL00555
1000741,1,MS02625
1000742,1,CA00006
1000743,1,MO11605
1000744,1,SC02775
1000745,1,KS01272
1000746,1,SD01782
1000747,1,OK01081
1000748,1,TN16504
1000749,1,MS02889
1000750,1,MO31444
1000751,1,MS02652
1000752,1,AL01648
1000753,1,IL50348
1000754,1,MO12384
1000755,1,KS00984
1000756,1,TX07312
1000757,1,WA01913
1000758,1,TX03528
1000759,1,MO11665
1000760,1,TN14302
1000761,1,KS07289
1000762,1,VT00147
1000763,1,IA03623
1000764,1,MT03946
1000765,1,AL00708
1000766,1,TN15519
1000767,1,VA00119
1000768,1,WY00183
1000769,1,KS03897
1000770,1,NC02020
1000771,1,GA04939
1000772,1,NC05283
1000773,1,CA10357
1000774,1,NY16002
1000775,1,NY00817
1000776,1,MO50638
1000777,1,MO20727
1000778,1,KS02509
1000779,1,PA01658
1000780,1,MA01025
1000781,1,MT00890
1000782,1,AR00430
1000783,1,KS04137
1000784,1,TN18325
1000785,1,TX00478
1000786,1,TX05342
1000787,1,GA05690
1000788,1,MT02930
1000789,1,CA00589
1000790,1,MO30644
1000791,1,KS00810
1000792,1,SC02758
1000793,1,KS01070
1000794,1,OK12861
1000795,1,MD00344
1000796,1,ND00130
1000797,1,OH00950
1000798,1,TX06215
1000799,1,OR00665
1000800,1,MS03389
1000801,1,OH00921
1000802,1,IN03623
1000803,1,IL50260
1000804,1,NV10501
1000805,1,MS02337
1000806,1,NJ00368
1000807,1,MS01087
1000808,1,MN01436
1000809,1,CA00169
1000810,1,IA02600
1000811,1,NE03174
1000812,1,VT00235
1000813,1,KY01003
1000814,1,UT00243
1000815,1,TX02659
1000816,1,TX05600
1000817,1,MA00399
1000818,1,OH00774
1000819,1,OH01873
1000820,1,NY14996
1000821,1,UT50459
1000822,1,UT00863
1000823,1,UT00714
1000824,1,UT53547
1000825,1,TX01896
1000826,1,AL02465
1000827,1,OH02384
1000828,1,KS00728
1000829,1,WA01039
1000830,1,NC05246
1000831,1,CA00928
1000832,1,CA00927
1000833,1,CA01349
1000834,1,NC03431
1000835,1,KS02572
1000836,1,KS04211
1000837,1,KS01345
1000838,1,IL50175
1000839,1,FL00685
1000840,1,OK00922
1000841,1,FL00307
1000842,1,ND00731
1000843,1,KS00967
1000844,1,NJ00873
1000845,1,IL50624
1000846,1,KS00815
1000847,1,IA02606
1000848,1,KS01086
1000849,1,OK12342
1000850,1,AL02076
1000851,1,PA01613
1000852,1,MS01365
1000853,1,CA10356
1000854,1,WY01839
1000855,1,IA03717
1000856,1,TX00870
1000857,1,IN00780
1000858,1,AL02299
1000859,1,MS02908
1000860,1,MT02994
1000861,1,MO30209
1000862,1,MO30210
1000863,1,MO11497
1000864,1,NC01938
1000865,1,CA00360
1000866,1,NY01319
1000867,1,KS01219
1000868,1,KS04087
1000869,1,CA00318
1000870,1,NC05291
1000871,1,NY10883
1000872,1,NC05272
1000873,1,MS02210
1000874,1,MS03472
1000875,1,AL00126
1000876,1,MO50666
1000877,1,WY01190
1000878,1,CO02787
1000879,1,OH02909
1000880,1,SC02597
1000881,1,OH02753
1000882,1,OH00780
1000883,1,PA01387
1000884,1,MS03072
1000885,1,CT00668
1000886,1,CA01553
1000887,1,KS02461
1000888,1,MS02707
1000889,1,KY82302
1000890,1,GA06328
1000891,1,SD02288
1000892,1,TN08112
1000893,1,KS01913
1000894,1,OK21377
1000895,1,TN12302
1000896,1,ID00150
1000897,1,MO50971
1000898,1,OH01609
1000899,1,TX06685
1000900,1,GA05671
1000901,1,NC03877
1000902,1,GA05454
1000903,1,CA01081
1000904,1,NY01253
1000905,1,IL00244
1000906,1,TX04725
1000907,1,KS02773
1000908,1,KS02774
1000909,1,CA00186
1000910,1,CA01478
1000911,1,AL00061
1000912,1,MO30375
1000913,1,CO00683
1000914,1,MT00549
1000915,1,ND00954
1000916,1,IA03049
1000917,1,NY01341
1000918,1,CA01591
1000919,1,UT00434
1000920,1,NC03220
1000921,1,KS01081
1000922,1,KS05126
1000923,1,TX07243
1000924,1,NY12916
1000925,1,NY16944
1000926,1,SD01426
1000927,1,CO02882
1000928,1,KS03412
1000929,1,VA08723
1000930,1,VA06716
1000931,1,MS02659
1000932,1,KS00909
1000933,1,MI00444
1000934,1,IA02639
1000935,1,AR01227
1000936,1,AL02437
1000937,1,AL02439
1000938,1,AL02438
1000939,1,MO31601
1000940,1,TX09293
1000941,1,SD01007
1000942,1,NM00571
1000943,1,NC04438
1000944,1,OK21109
1000945,1,SD01427
1000946,1,PA00146
1000947,1,MS01423
1000948,1,WA01329
1000949,1,MN01376
1000950,1,LA00351
1000951,1,CA10302
1000952,1,MO31287
1000953,1,KS01557
1000954,1,NC01727
1000955,1,CA01113
1000956,1,WA00213
1000957,1,SD01552
1000958,1,KS01166
1000959,1,TX06149
1000960,1,OK12818
1000961,1,WI00545
1000962,1,AR00745
1000963,1,MS01446
1000964,1,SD00908
1000965,1,TX05762
1000966,1,TX05763
1000967,1,OH03041
1000968,1,GA01760
1000969,1,WY02436
1000970,1,MT03067
1000971,1,OK21978
1000972,1,AL02474
1000973,1,SD02142
1000974,1,MS01154
1000975,1,MT00840
1000976,1,IL55097
1000977,1,IL55096
1000978,1,IL55098
1000979,1,CA00309
1000980,1,NY14857
1000981,1,OR00570
1000982,1,TX05646
1000983,1,FL00363
1000984,1,GA02849
1000985,1,ID00569
1000986,1,NJ00013
1000987,1,IA03146
1000988,1,NH00080
1000989,1,SC02662
1000990,1,UT53486
1000991,1,KS01419
1000992,1,TN06302
1000993,1,OK11060
1000994,1,OK21134
1000995,1,OK83742
1000996,1,MO12200
1000997,1,OH02953
1000998,1,WY01659
1000999,1,GA04933
1001000,1,KS00179
1001001,1,MS03220
1001002,1,TX03373
1001003,1,TX05807
1001004,1,OH02445
1001005,1,SC01562
1001006,1,KS01808
1001007,1,UT00107
1001008,1,KS03846
1001009,1,FL00602
1001010,1,MO31668
1001011,1,CA00898
1001012,1,MO40125
1001013,1,OH00231
1001014,1,MS02681
1001015,1,SD01174
1001016,1,AZ00232
1001017,1,KS04217
1001018,1,FL01010
1001019,1,CT00582
1001020,1,CA00493
1001021,1,VA00907
1001022,1,KS00878
1001023,1,AL83470
1001024,1,LA00557
1001025,1,AL01647
1001026,1,OH01699
1001027,1,KS01093
1001028,1,IA00921
1001029,1,CO00136
1001030,1,IN03928
1001031,1,IN03929
1001032,1,NC01335
1001033,1,SD02453
1001034,1,MO12046
1001035,1,OK12826
1001036,1,WI01203
1001037,1,FL00321
1001038,1,MS01527
1001039,1,KY01162
1001040,1,LA00423
1001041,1,MS02922
1001042,1,MS01726
1001043,1,MO31261
1001044,1,SC02234
1001045,1,TX00799
1001046,1,AR01613
1001047,1,NY00360
1001048,1,MO50135
1001049,1,TN06509
1001050,1,MT00304
1001051,1,MA00192
1001052,1,NE02795
1001053,1,VT00274
1001054,1,MT03626
1001055,1,PA00239
1001056,1,CA00116
1001057,1,KY01110
1001058,1,CA01356
1001059,1,WI00493
1001060,1,OH02278
1001061,1,FL00449
1001062,1,MO50695
1001063,1,OK30265
1001064,1,FL00688
1001065,1,MO10106
1001066,1,TX00669
1001067,1,KS09131
1001068,1,MO31564
1001069,1,AR01150
1001070,1,NY01439
1001071,1,LA00162
1001072,1,AL02537
1001073,1,TX06418
1001074,1,OK00061
1001075,1,PA00997
1001076,1,GA05788
1001077,1,TX01915
1001078,1,MI02619
1001079,1,KS04506
1001080,1,TX02447
1001081,1,OK12426
1001082,1,TN05308
1001083,1,TN05309
1001084,1,TN05307
1001085,1,MO11468
1001086,1,IA02149
1001087,1,MO31584
1001088,1,AL01288
1001089,1,MS00225
1001090,1,SC01587
1001091,1,OR00442
1001092,1,TX01125
1001093,1,KS07804
1001094,1,VA18703
1001095,1,WY02429
1001096,1,IN83466
1001097,1,NE02815
1001098,1,TX05669
1001099,1,MS00159
1001100,1,IA02631
1001101,1,ID10002
1001102,1,MS01515
1001103,1,IN00770
1001104,1,TX02149
1001105,1,TX07309
1001106,1,FL00320
1001107,1,MS00062
1001108,1,OR03883
1001109,1,OR00751
1001110,1,OR03881
1001111,1,OR03882
1001112,1,OR03884
1001113,1,OR03885
1001114,1,NE01714
1001115,1,OR00379
1001116,1,MT02648
1001117,1,GA06030
1001118,1,IA00060
1001119,1,MS03007
1001120,1,OR00064
1001121,1,TN07934
1001122,1,MO11004
1001123,1,KS07200
1001124,1,OK12851
1001125,1,NE01749
1001126,1,NE01746
1001127,1,WY01188
1001128,1,MO50631
1001129,1,OK00244
1001130,1,MT00196
1001131,1,MA03115
1001132,1,KS02979
1001133,1,MS01718
1001134,1,MS01717
1001135,1,NY01355
1001136,1,AL02572
1001137,1,TN00913
1001138,1,TN07717
1001139,1,TX01755
1001140,1,AR00130
1001141,1,SD01222
1001142,1,IA03714
1001143,1,MA01640
1001144,1,MS02198
1001145,1,KS01596
1001146,1,MT01513
1001147,1,AL01502
1001148,1,GA04813
1001149,1,KS02911
1001150,1,WY02470
1001151,1,TX05520
1001152,1,TX06138
1001153,1,NC03859
1001154,1,MS02929
1001155,1,NY00884
1001156,1,GA02320
1001157,1,KS02830
1001158,1,KS00529
1001159,1,TX05156
1001160,1,IL01034
1001161,1,LA00113
1001162,1,TX06299
1001163,1,WY00333
1001164,1,NC05375
1001165,1,AL02486
1001166,1,AL02487
1001167,1,AL02484
1001168,1,AL02470
1001169,1,AL02485
1001170,1,AL02508
1001171,1,AL02469
1001172,1,AL02488
1001173,1,CA10353
1001174,1,MS01170
1001175,1,MO12415
1001176,1,MN01261
1001177,1,NC01303
1001178,1,SC02147
1001179,1,MS01004
1001180,1,NY00133
1001181,1,MS00383
1001182,1,CO02053
1001183,1,NC04611
1001184,1,MS00039
1001185,1,TX06595
1001186,1,MT00103
1001187,1,MT03668
1001188,1,OH01089
1001189,1,NE00313
1001190,1,VA04917
1001191,1,SD01231
1001192,1,GA09544
1001193,1,KS00255
1001194,1,PA01618
1001195,1,AL02136
1001196,1,AL02137
1001197,1,NJ00948
1001198,1,LA00612
1001199,1,MA00472
1001200,1,MA00474
1001201,1,MA00477
1001202,1,MA00470
1001203,1,MA00468
1001204,1,AL00988
1001205,1,MS01534
1001206,1,SC01426
1001207,1,CA01320
1001208,1,OH01019
1001209,1,MN00297
1001210,1,CA01111
1001211,1,TX01891
1001212,1,NY00098
1001213,1,CA01446
1001214,1,OH02020
1001215,1,KS01063
1001216,1,OK30142
1001217,1,MO50123
1001218,1,MS01714
1001219,1,AR00015
1001220,1,OH01807
1001221,1,MD00115
1001222,1,LA00442
1001223,1,LA00221
1001224,1,UT50478
1001225,1,MI00838
1001226,1,MS02458
1001227,1,KS01436
1001228,1,NC03159
1001229,1,MO50636
1001230,1,MO30460
1001231,1,TN03730
1001232,1,SC01561
1001233,1,TX02375
1001234,1,OH00538
1001235,1,ID00518
1001236,1,MS00751
1001237,1,WV10303
1001238,1,KS01120
1001239,1,KS01007
1001240,1,CO00548
1001241,1,FL00452
1001242,1,NH01006
1001243,1,GA05485
1001244,1,TX03183
1001245,1,NC04613
1001246,1,KS03028
1001247,1,AL01731
1001248,1,TX05341
1001249,1,MS01574
1001250,1,FL00111
1001251,1,FL00513
1001252,1,IN00251
1001253,1,IN00590
1001254,1,KS07285
1001255,1,IN00476
1001256,1,CO02130
1001257,1,MI00323
1001258,1,AL02203
1001259,1,NE00540
1001260,1,LA00038
1001261,1,MO31383
1001262,1,WY01732
1001263,1,WY01448
1001264,1,TX03948
1001265,1,MS01772
1001266,1,KS04870
1001267,1,AL02226
